artist,country,birth date,death date,gender,number of artworks
Anna Letycia Quadros,Brazil,,2018,female,1
Rea Tajiri,United States,1958,,female,1
Candice Lenney,United States,1949,,female,1
Juana Lecaros,Chile,1920,1993,female,1
Reena Spaulings,,,,female,1
Jane Reece,United States,1869,1961,female,1
June Leaf,United States,,2024,female,1
"Elizabeth ""Grandma"" Layton",United States,1909,1993,female,1
Pat Lasch,United States,1944,,female,1
Ursula Johanna Richter,Germany,1886,1946,female,1
Joanne Tatham,United Kingdom,1967,,female,1
Kate Gilmore,United States,1975,,female,1
Natascha Sadr Haghighian,Iran,1953,,female,1
Charlotte Rudolph,Germany,1896,1983,female,1
Fiona Crisp,United Kingdom,1966,,female,1
Lisa Larsen,United States,1925,1959,female,1
Magali Lara,Mexico,1956,,female,1
Jananne Al-Ani,Iraq,1966,,female,1
Eleanore Laine,United States,,,female,1
Daria Esteva,,,,female,1
Zhang Han,China,1990,,female,1
Louise Kruger,United States,1924,2013,female,1
Doris Kreindler,United States,1901,1974,female,1
Margia Kramer,United States,1936,,female,1
Rachel Wingfield,United Kingdom,1978,,female,1
Fernanda Bertini Viégas,Brazil,1971,,female,1
Kirsten Kraa,United States,1941,2020,female,1
Ines Lombardi,,,,female,1
Barbara Kraus,,,,female,1
Maja Bajevic,Bosnia and Herzegovina,1967,,female,1
Ljuba Kozintzeva-Ehrenburg,Russia,1900,1970,female,1
Reina Kochashian,Argentina,1923,1995,female,1
Benita Koch-Otte,Germany,1892,1976,female,1
Lonnie van Brummelen,Netherlands,1969,,female,1
Karla Knight,United States,1958,,female,1
Erika Giovanna Klien,Austria,1900,1957,female,1
Vera Klement,United States,1929,,female,1
Lea Kleiner,Chile,1929,,female,1
Gabi Klasmer,Israel,1950,,female,1
Wieki Somers,Netherlands,1976,,female,1
Mar Jean Kettunen,United States,1926,,female,1
Juliet Kepes,United States,1919,1999,female,1
Katarzyna Kobro,,,,female,1
Peggy Jarrell Kaplan,United States,1943,,female,1
Marine Hugonnier,France,1969,,female,1
Edith Jimenez,Paraguay,1918,2004,female,1
Xiao Lu,China,1962,,female,1
Lee Shinja,,1930,,female,1
Beckermann,Austria,1952,,female,1
Groting,Germany,1961,,female,1
Lucia Bartolini,Italy,1944,,female,1
Sabine Hornig,Germany,1964,,female,1
Valerie Jaudon,United States,1945,,female,1
Shirley Jaffe,United States,1923,2016,female,1
Lida Abdul,Afghanistan,1973,,female,1
Alexandra Nikolaevna Jacobson,Russia,,,female,1
Jessica Mein,Brazil,1975,,female,1
Shu Lea Cheang,,1954,,female,1
Joan La Barbara,United States,1947,,female,1
Angel Velasco Shaw,United States,1963,,female,1
Jean Jackson,United States,,1968,female,1
Olja Ivanjicki,Serbia,,2009,female,1
Ayumi Shino,Japan,1959,,female,1
Barbara Buckner,United States,1950,,female,1
Eiko Ishioka,Japan,1938,2012,female,1
Diane Bonder,United States,1960,2006,female,1
Elsa Cayo,Peru,1951,,female,1
Abigail Lane,United Kingdom,1967,,female,1
Irit Batsry,Israel,1957,,female,1
Jane Veeder,United States,1944,,female,1
Joan Logue,United States,1942,,female,1
Hortense B. Isenberg,United States,,,female,1
Hisae Imai,Japan,1931,2009,female,1
Kyoko Michishita,Japan,1942,,female,1
Mary McFerran,United States,,,female,1
Mickey McGowan,United States,1946,,female,1
Sakiko Ide,Japan,,1975,female,1
Miranda July,United States,1974,,female,1
Lisa Hyatt,United States,1949,,female,1
Olga Stolpovskaya,Russia,1969,,female,1
Phyllis Baldino,United States,1956,,female,1
Pia Lindman,Finland,1965,,female,1
Pratibha Parmar,United Kingdom,1955,,female,1
Sandy McLeod,,,,female,1
Sherry Miller,,,,female,1
Toni Hughes,United States,,,female,1
Susan Milano,,,,female,1
Toni Basil,United States,1943,,female,1
Dori Atlantis,United States,1950,,female,1
Vanalyne Green,United States,1948,,female,1
Carlota Schoolman,,,,female,1
Jan Lester Martin,United States,1947,,female,1
Barbara Horosko,United States,1950,,female,1
Margaret E. Knight,United States,1838,1914,female,1
Gertrud Fischbacher,Austria,1967,,female,1
Nancy Youdelman,United States,1948,,female,1
Ethelyn Honig,United States,1933,,female,1
Lilly E. Hoffman,United States,,,female,1
Stanya Kahn,United States,1968,,female,1
Arlene Hoffman,United States,1937,,female,1
Helena Hernmarck,Sweden,1941,,female,1
Riva Helfond,United States,1910,2002,female,1
Caroline Hebbe-Hammarskiold,Sweden,1930,2018,female,1
Liza Béar,United Kingdom,1942,,female,1
Elizabeth King Hawley,United States,1833,1926,female,1
Yan Hu,China,1978,,female,1
Alix Pearlstein,United States,1962,,female,1
Anne Ramsden,Canada,1952,,female,1
Jeong-A Koo,South Korea,1967,,female,1
Cara DeVito,United States,1951,,female,1
Catalina Parra,Chile,1940,,female,1
Claudia Von Alemann,Germany,1943,,female,1
Kandis Williams,United States,1985,,female,1
"Clementina, Hawarden",United Kingdom,1822,1865,female,1
Danielle Jaeggi,Switzerland,1945,,female,1
Deanna Kamiel,Canada,,,female,1
Yoko Maruyama,,,,female,1
Karen Ranucci,,,,female,1
Duan Jinchuan,China,1962,,female,1
Elizabeth van der Zaag,Canada,1952,,female,1
Georgie Hopton,United Kingdom,1967,,female,1
Fujiko Nakaya,Japan,1933,,female,1
Evelyne Axell,Belgium,,1972,female,1
Beryl Korot,United States,1945,,female,1
Jan Peacock,Canada,1955,,female,1
Jean Carlomusto,United States,1959,,female,1
Jeanette Reinhardt,Canada,1954,,female,1
Jöelle de la Casinière,France,1944,,female,1
Julie Gustafson,United States,1949,,female,1
Emi Segawa,Japan,1959,1982,female,1
Kathy High,United States,1954,,female,1
Carry (Carl Maria) Hauser,Austria,1895,1985,female,1
Klaudia Kemper,Chile,1966,,female,1
Heike-Melba Fendel,Germany,1961,,female,1
Kumiko Kushiyama,Japan,1959,,female,1
Laura Cottingham,United States,1959,,female,1
Li Hong,China,,,female,1
Jana Euler,Germany,1982,,female,1
Linda Goode Bryant,United States,1949,,female,1
Laura Poitras,United States,1964,,female,1
Lu Chunsheng,China,1966,,female,1
Lyn Blumenthal,United States,1949,1988,female,1
Carole Klonarides,,,,female,1
Madelon Hooykaas,Netherlands,1942,,female,1
Elsa Stansfield,,1945,2004,female,1
Marcela Poch,Chile,1964,,female,1
Margaret Moores,Canada,,,female,1
Max Almy,United States,1948,,female,1
Suzanne Hausammann,United States,1937,,female,1
Melodie McDaniel,,,,female,1
Rosella Hartman,United States,1894,1984,female,1
Naoko Karotsuka,Japan,,,female,1
Naoko Tosa,Japan,1961,,female,1
Lynn Adler,,,,female,1
Paulette Phillips,Canada,1956,,female,1
Ros Barron,United States,1933,,female,1
Sachiko Hamada,,,,female,1
Sara Diamond,United States,1954,,female,1
Susan Rynard,Canada,1961,,female,1
Tirtza Even,Israel,1963,,female,1
Yau Ching,China,1966,,female,1
Margaret Harris,United States,,,female,1
Kate Harris,United Kingdom,,,female,1
Elizabeth Harding,United States,,,female,1
Raffaella Mangiarotti,Italy,1965,,female,1
Theora Hamblett,United States,1895,1977,female,1
Hildegarde Haas,United States,1926,2002,female,1
Analia Saban,Argentina,1980,,female,1
Diane Poitras,,,,female,1
Rita Myers,United States,1947,,female,1
Margarita D'Amico,,,,female,1
Melissa Gurdus,United States,,,female,1
Regine Leibinger,Germany,1963,,female,1
Nancy Guay Giesberger,United States,1945,,female,1
Caroline Greenwald,United States,1936,,female,1
Bonnie Gordon,United States,1941,,female,1
Ruth Gikow,United States,1915,1982,female,1
Jill Giegerich,United States,1952,,female,1
Lene Berg,Norway,1965,,female,1
Dorothee Becker,Germany,1938,,female,1
Amy Granat,United States,1976,,female,1
Andrea Modica,United States,1960,,female,1
Toshiko Okanoue,Japan,1928,,female,1
Ruth Ewan,United Kingdom,1980,,female,1
Nancy Genn,United States,,,female,1
Grete Lihotzky,Austria,1897,2000,female,1
Jan Gelb,United States,1906,1978,female,1
Christina Galvez,Peru,1918,1982,female,1
Ada V. Gabriel,United States,1898,1975,female,1
Jo Bruton,United Kingdom,1967,,female,1
Barbara E. Fumagalli,United States,1926,,female,1
Kathy Acker,United States,1947,1997,female,1
Lauren Ford,United States,1891,1973,female,1
Jean Follett,United States,1917,1991,female,1
Ida E. Fischer,United States,1883,1956,female,1
Barbara Ess,United States,1944,2021,female,1
Idelle L. Feinberg,United States,1932,,female,1
Ericka Beckman,United States,1951,,female,1
Lynne Tillman,United States,1947,,female,1
Claire Falkenstein,United States,1908,1997,female,1
Lorraine O'Grady,United States,1934,2024,female,1
Miriam Bäckström,Sweden,1967,,female,1
Edit deAk,United States,1948,2017,female,1
Beatriz Cifuentes,Spain,1975,,female,1
Juanita (Jean) Exley,United States,1927,,female,1
Sheila Pinkel,United States,1941,,female,1
Catherine Sullivan,United States,1968,,female,1
Chansonetta Stanley Emmons,United States,1858,1937,female,1
Jacqueline Humphries,United States,1960,,female,1
Martha Colburn,United States,1972,,female,1
Sabine Marcelis,Netherlands,1985,,female,1
Rita Eloul Letendre,Canada,1928,2021,female,1
Hansi Durlach,United States,1930,,female,1
Huguette Caland,Lebanon,1931,2019,female,1
Candice Breitz,South Africa,1972,,female,1
Gert Dumbar,Netherlands,1940,,female,1
Sally Hazelet Drummond,United States,1924,2017,female,1
Sydney Drum,Canada,1952,,female,1
Mary Ann Dorr,United States,1930,,female,1
Julie Joliat,Switzerland,1979,,female,1
Hân Pham,Denmark,1971,,female,1
Seena Donneson,United States,1924,,female,1
Lili Reynaud-Dewar,France,1975,,female,1
Barbaralee Diamonstein,United States,,,female,1
Katharina Sieverding,Germany,1944,,female,1
Milagros de la Torre,Peru,1965,,female,1
Nélida Demichelis,Argentina,,,female,1
A. R. de Ycaza,United States,1915,,female,1
Worden Day,United States,1912,1986,female,1
Barbara Crane,United States,1928,2019,female,1
Lia Cook,United States,1942,,female,1
Samira Eskandarfar,Iran,1980,,female,1
Nora Turato,Croatia,1991,,female,1
Melanie Jackson,United Kingdom,1968,,female,1
Hayley Newman,United Kingdom,1969,,female,1
Marjory Collins,United States,1912,1985,female,1
Valérie Mréjen,France,1969,,female,1
Mildred Leo Clemens,United States,1889,,female,1
Gisela Clemens,Germany,,,female,1
Cléanthe (Cléante Carr),United States,1911,2001,female,1
Nadja Buttendorf,Germany,1984,,female,1
Maude Schuyler Clay,United States,1953,,female,1
Anna Chojnacka,Poland,1914,2007,female,1
Amanda Ross-Ho,United States,1975,,female,1
Linda Chapman,United States,1952,,female,1
Jessica Jackson Hutchins,United States,1971,,female,1
Bharti Kher,United Kingdom,1969,,female,1
Giselle Baillie,South Africa,1971,,female,1
Kim Berman,South Africa,1960,,female,1
Bronwen Findlay,South Africa,1953,,female,1
Sister Sheila Flynn,United Kingdom,1952,,female,1
Penny George,South Africa,,,female,1
Judith Mason,South Africa,1938,,female,1
Gabisile Nkosi,South Africa,1974,2008,female,1
Carmen Perrin,Peru,1953,,female,1
Amira Wasfy,Egypt,,,female,1
Judy Woodborne,South Africa,1966,,female,1
Vita Castro,Mexico,,,female,1
Ernestine White,South Africa,1976,,female,1
Susan Hefuna,Germany,1962,,female,1
Jacqueline S. Casey,United States,1927,,female,1
Andrea Cascella,Italy,1920,1990,female,1
Teresita Brigitte Cochran,United States,1975,,female,1
Rose Clark,United States,,,female,1
Clara Carrié,Argentina,,,female,1
Emma Justine Farnsworth,United States,,,female,1
Rita Ackermann,Hungary,1968,,female,1
Natacha Carlu,,,,female,1
Paula Hayes,United States,1958,,female,1
Aida Carballo,Argentina,,,female,1
Dita Moser,Austria,1883,1968,female,1
Noa Eshkol,Israel,,2007,female,1
Magda Mautner von Markhof,Austria,1881,1944,female,1
Elizabeth Butterworth,United Kingdom,1949,,female,1
Carolyn Dry,United States,,,female,1
Marsha Burns,United States,1945,,female,1
Alice Standish Buell,United States,1892,1964,female,1
Margaret DeM Brown,United States,1880,1959,female,1
Kathan Brown,United States,1935,,female,1
Alice Boughton,United States,1865,1943,female,1
Diana Balton,United States,1958,2013,female,1
Jacqueline Groag,United Kingdom,1903,1986,female,1
Dorr Bothwell,United States,1902,2000,female,1
Franciszka Themerson,United Kingdom,1907,1988,female,1
Kacie Kinzer,United States,1983,,female,1
Ayah Bdeir,Lebanon,1982,,female,1
Elena Borstein,United States,1946,,female,1
Nicole Wermers,Germany,1971,,female,1
Wendela Boreel,United Kingdom,1895,1985,female,1
Clunie Reid,United Kingdom,1971,,female,1
Abbie Herrick,,,,female,1
Caragh Thuring,Belgium,1972,,female,1
Ella Steigelman,United States,,,female,1
Rose A. Craigan,,,,female,1
Stella C. Salisbury,,,,female,1
Dorothy Sullivan,,,,female,1
Elva L. Brownson,,,,female,1
Grace A. Snyder,,,,female,1
M. A. Dillon,,,,female,1
Edith M. Barber,,,,female,1
Fannie E. Kachline,United States,,,female,1
Margaret Heeps,,,,female,1
Florence E. Piper,,,,female,1
Mahthilde Evans,,,,female,1
Kate Hartman,United States,1981,,female,1
Chris Sugrue,United States,1978,,female,1
Maria Bonomi,Brazil,1935,,female,1
Misako Kirigaya,Japan,1985,,female,1
Jane Pollard,United Kingdom,1972,,female,1
Dusti Bongé,United States,1903,1993,female,1
Kati London,United States,1976,,female,1
Rebecca Bray,United States,1974,,female,1
Marguerite Humeau,France,1986,,female,1
Viviane Sassen,Netherlands,1972,,female,1
Bona,Italy,1926,,female,1
Nora Schultz,Germany,1975,,female,1
Dolores Dembus Bittleman,United States,1931,,female,1
Mimi Shevitz,,,,female,1
Maureen Bisilliat,United States,1931,,female,1
Pamela Bianco,United States,1906,1994,female,1
Hung Liu,United States,1948,2021,female,1
Sarah Berman,United States,1895,1957,female,1
Ella Bergmann-Michel,Germany,1896,1971,female,1
Jazz Lee Alston,,,,female,1
Margaret Rose,,,,female,1
Vera Berdich,United States,1915,2003,female,1
Margaret Burroughs,United States,,2010,female,1
Johanna Unzueta,Chile,1974,,female,1
Emily Sundblad,Sweden,1977,,female,1
Rossella Bellusci,Italy,1947,,female,1
Hedda Beese,Germany,1944,,female,1
Chisato Tamabayashi,,,,female,1
María Teresa Hincapié,Colombia,1956,2008,female,1
Thelma Becherer,United States,1916,2008,female,1
Leslie Beaton,United States,,,female,1
Marilyn Baum,United States,1939,,female,1
Frances Barth,United States,1946,,female,1
Susan Barron,United States,1947,,female,1
Colette Bangert,United States,1934,,female,1
Maggie Lee,United States,1987,,female,1
McDonald (Mackey Jeffries) Bane,United States,1928,,female,1
Eugenie Baizerman,United States,1899,1949,female,1
Otobong Nkanga,Nigeria,1974,,female,1
Hilla Rebay von Ehrenwiesen,United States,1890,1967,female,1
Virginia Overton,United States,1971,,female,1
Maren Hassinger,United States,1947,,female,1
Suzanne Jackson,United States,1944,,female,1
Dee Ferris,United Kingdom,1973,,female,1
Julia Gorton,United States,,,female,1
Myrna Báez,United States,1931,,female,1
Nike Davies-Okundaye,Nigeria,1951,,female,1
Jayne Cortez,United States,,2012,female,1
Margarete Kubicka,Germany,1891,1984,female,1
Elvira Bach,Germany,1951,,female,1
Frances Avery,United States,1910,2006,female,1
Alda Maria Armagni,Argentina,,,female,1
Carla Accardi,Italy,1924,2014,female,1
Sibyl Anikeef,United States,1896,1996,female,1
Ellen Auerbach,Germany,1906,2004,female,1
Natalia LL,Poland,1937,2022,female,1
Pacita Abad,,1946,2004,female,1
Anya Phillips,United States,1955,1981,female,1
Nina Leen,United States,1909,1995,female,1
Nipa Doshi,India,1971,,female,1
Kate Simon,,,,female,1
DoDo Jin Ming,China,1955,,female,1
Laura Andreson,United States,1902,1999,female,1
Monika Andersson,Sweden,1957,,female,1
Karin Schou Andersen,Denmark,1953,,female,1
Anna Persiani,,,,female,1
Florencia de Amesti,Chile,1925,2006,female,1
Beatrice Albert,United States,,,female,1
Robyn Miller,United States,1966,,female,1
Hala Elkoussy,Egypt,1974,,female,1
Annee Olofsson,Sweden,1966,,female,1
Munira Al-Kazi,Kuwait,1939,,female,1
Virginia Admiral,United States,1915,2000,female,1
Carol Rama,Italy,1918,2015,female,1
Isidora Aschheim,Israel,,,female,1
Analivia Cordeiro,Brazil,1956,,female,1
Agnes Pelton,United States,1881,1961,female,1
Irene Aronson,United States,1918,,female,1
Suzanne Treister,United Kingdom,,,female,1
Valerie Large,,,,female,1
Mary Hartley of Bath,,,,female,1
Louisa Greville,,,,female,1
Lourdes Portillo,Mexico,,2024,female,1
Sheela Gowda,India,1957,,female,1
Dacre,,,,female,1
Yael Mer,Israel,1976,,female,1
Mary Vieira,Brazil,1927,2001,female,1
Katherine Ball,United States,,,female,1
Jeanne Verdoux,France,1966,,female,1
Manya Kuzemchenko,United States,1984,,female,1
Molly Crabapple,United States,1983,,female,1
JoAnn Carney,,,,female,1
Amanda Guest,United Kingdom,1964,,female,1
Sheila Black,,,,female,1
Spencer,,1700,1799,female,1
Clara Wheatley,United Kingdom,1750,1838,female,1
Elizabeth Leveson-Gower Duchess-Countess of Sutherland,,1765,1839,female,1
Gordon,,1775,1867,female,1
A.L. Steiner,United States,1967,,female,1
Maria Spilsbury,United Kingdom,1777,1823,female,1
Vivienne Westwood,United Kingdom,1941,,female,1
Delia Smith,United Kingdom,1941,,female,1
Ann Sanders,,1778,1778,female,1
Sara Hendren,United States,1973,,female,1
Teresa Żarnower,Poland,1897,1950,female,1
Emily Osborn,United Kingdom,1828,1925,female,1
Henriette Browne,France,1829,1901,female,1
Ann Mary Newton,Italy,1832,1866,female,1
Edith Maud Rawdon-Hasting Countess of Loudoun,,1833,1874,female,1
Georgina Macdonald,,1840,1920,female,1
Marie Cazin,France,1844,1924,female,1
Anna Lea Merritt,United States,1844,1930,female,1
Elizabeth Butler,Switzerland,1846,1933,female,1
Michaela Eichwald,Germany,1967,,female,1
Katharine Schäffner,Austria,1884,1931,female,1
Mary Gow,United Kingdom,1851,1929,female,1
Dorothy Stanley,United Kingdom,1855,1926,female,1
Henriette Negrin Fortuny,France,,1965,female,1
Eva Kotátková,Czech Republic,1982,,female,1
Marianne Stokes,Austria,1855,1927,female,1
Judith Scott,United States,1943,2005,female,1
Elisabeth Lindemann,Germany,1879,1960,female,1
Violet Duchess of Rutland,United Kingdom,1856,1937,female,1
Sarah Stocker,United States,1965,,female,1
Nikki Dibben,United Kingdom,1969,,female,1
Mildred Anne Butler,Ireland,1858,1941,female,1
Elizabeth Forbes,Canada,1859,1912,female,1
Marjan van Aubel,Netherlands,1985,,female,1
Adelle Lutz,United States,1948,,female,1
Naomi Elliott,United Kingdom,1987,,female,1
Feodora Gleichen,United Kingdom,1861,1922,female,1
Brigitte Hellgoth,Germany,1932,,female,1
Julia Murdoch,United Kingdom,,,female,1
Annegret Soltau,Germany,1946,,female,1
Lily D. Joseph,,1863,1940,female,1
Davis,United Kingdom,1866,1941,female,1
Laura Corsiglia,,1973,,female,1
Carole Caroompas,United States,1946,,female,1
Natalie Czech,Germany,1976,,female,1
Clare Atwood,United Kingdom,1866,1962,female,1
Beatrice How,United Kingdom,1867,1932,female,1
Laura Anning Bell,France,1867,1950,female,1
Anna Hope Hudson,United States,1869,1957,female,1
Mary McEvoy,Ireland,1870,1941,female,1
Anna Barham,United Kingdom,1974,,female,1
Florence Engelbach,Spain,1872,1951,female,1
Evelyn Cheston,United Kingdom,1875,1929,female,1
Annie Leibovitz,United States,1949,,female,1
Eloise Vega Smith,,,,female,1
Katharina Gaenssler,Germany,1974,,female,1
Ilit Azoulay,Israel,1972,,female,1
Erica Baum,United States,1961,,female,1
Margaret Fisher Prout,United Kingdom,1875,1963,female,1
J. Edith Wise,United States,,,female,1
Layla Curtis,United Kingdom,1975,,female,1
Janet Perr,,,,female,1
Dörte Helm,Germany,1898,1941,female,1
Marijke Koger-Dunham,Netherlands,,,female,1
Annette Peacock,United States,1941,,female,1
Andrea Klein,,,,female,1
Sonja Hennersdorf,Germany,,,female,1
Sandra Cinto,Brazil,1968,,female,1
Sarah Grilo,Argentina,1919,2007,female,1
Francis Upritchard,New Zealand,1976,,female,1
Hilda Fearon,United Kingdom,1878,1917,female,1
Kennet,United Kingdom,1878,1947,female,1
Flora Lion,United Kingdom,1878,1958,female,1
Margaret Gere,United Kingdom,1878,1965,female,1
Diana Ross,United States,,,female,1
Aretha Franklin,United States,1942,2018,female,1
Thea Djordjadze,Georgia,1971,,female,1
Helen Balfour Morrison,United States,1901,1984,female,1
Emily Wardill,United Kingdom,1977,,female,1
Ursula Tyrwhitt,United Kingdom,1878,1966,female,1
Eleanor Kluck,United States,1919,,female,1
Emma Ciardi,Italy,1879,1933,female,1
Maude Boughton Leigh,,1881,1945,female,1
Martine Bedin,France,1957,,female,1
Louise Hutchinson,,1882,1968,female,1
Evelyn Ince,India,1886,1941,female,1
Valentine Hugo,France,1887,1968,female,1
Joan Heemskerk,Netherlands,1968,,female,1
Betty Skowronski,,,,female,1
Aiko Mogi,,,,female,1
Grace Wheatley,United Kingdom,1888,1970,female,1
Aria Dean,United States,1993,,female,1
Analisa Russo,United States,,,female,1
Jennifer A. Lewis,United States,,,female,1
Heji Shin,Germany,1976,,female,1
Lucy Skaer,United Kingdom,1977,,female,1
Keren Cytter,Israel,1977,,female,1
Simone Leigh,United States,1968,,female,1
Nora L.M. Cundell,United Kingdom,1889,1948,female,1
Hilda Carline,United Kingdom,1889,1950,female,1
Vivian Forbes,United Kingdom,1891,1937,female,1
Elsa Fraenkel,Germany,1892,1975,female,1
Julian Phelps Allan,United Kingdom,1892,1996,female,1
Kathleen Gerrard,,1894,1970,female,1
Marjorie Strider,United States,1931,2014,female,1
Jennifer Moon,United States,1973,,female,1
Kristin Oppenheim,,,,female,1
Stephanie Taylor,United States,1971,,female,1
Lita Albuquerque,,,,female,1
Nadia Benois,Russia,1896,1975,female,1
Barbara Brown,United Kingdom,1932,,female,1
Hilde Goldschmidt,Germany,1897,1980,female,1
Natasha Agapova,Russia,,,female,1
Lilian Holt,United Kingdom,1898,1983,female,1
Clara Klinghoffer,Austria,1900,1970,female,1
Else Meidner,Germany,1901,1987,female,1
Bárbara Wagner,Brazil,1980,,female,1
Anthea Hamilton,United Kingdom,1978,,female,1
Norah Braden,United Kingdom,1901,2001,female,1
Tamar Cohen,,,,female,1
Deborah Sussman,United States,1931,2014,female,1
Céline Emilian,France,1902,1981,female,1
Enid Marx,United Kingdom,1902,1998,female,1
Winifred Turner,United Kingdom,1903,1983,female,1
Sarah Ortmeyer,Germany,1980,,female,1
Adolfine Ryland,United Kingdom,1903,1983,female,1
Nancy Reddin Kienholz,United States,1943,2019,female,1
Loretta Lux,Germany,1969,,female,1
Meraud Guevara,United Kingdom,1904,1993,female,1
Fei Cao,China,1978,,female,1
Felicia Leirner,Poland,1904,1994,female,1
Catherine Dean,United Kingdom,1905,1983,female,1
Nusch Eluard,France,1906,1945,female,1
Elinor Bellingham-Smith,United Kingdom,1906,1988,female,1
Jumana Manna,West Bank and Gaza,1987,,female,1
Sylvia Melland,United Kingdom,1906,1993,female,1
Margaret Barker,United Kingdom,1907,,female,1
Phyllis Ginger,United Kingdom,1907,2005,female,1
Louise Despont,United States,1983,,female,1
E.Q. Nicholson,,1908,1992,female,1
Leonor Fini,Argentina,1908,1996,female,1
Claire Falkenstein,United States,1909,1997,female,1
Gentiane Gaussot Taprah,France,1945,,female,1
Nancy Carline,United Kingdom,1909,2004,female,1
Kazuko Shiraishi,Japan,1931,2024,female,1
K8 Hardy,United States,1977,,female,1
Janet Cree,United Kingdom,1910,1992,female,1
Isabel Rawsthorne,,1912,1992,female,1
Marion Grogan,,,,female,1
Ha van Vuong,Vietnam,1914,,female,1
María Freire,Uruguay,1917,2015,female,1
Elsa Gramcko,Venezuela,1925,1994,female,1
Judith Lauand,Brazil,1922,2022,female,1
Antonieta Sosa,Venezuela,1940,,female,1
Cécile B. Evans,United States,1983,,female,1
Natascha Ungeheuer,Germany,1937,,female,1
Rosalyn Drexler,United States,1926,,female,1
Nancy Joyce Peters,United States,1936,,female,1
Constance DeJong,United States,1950,,female,1
Ruth Francken,,,2006,female,1
Lois Dodd,United States,1927,,female,1
Eileen Cowin,United States,1947,,female,1
Ka Markelius,,,,female,1
Mary Kessell,United Kingdom,1914,1977,female,1
Anne Said,United Kingdom,1914,1995,female,1
Tamiko Thiel,United States,1957,,female,1
Lou Laurin Lam,Sweden,,2012,female,1
Karin Jonzen,United Kingdom,1914,1998,female,1
Zilia Sánchez,Cuba,1926,2024,female,1
Mrinalini Mukherjee,India,1949,2015,female,1
N. Dash,United States,1980,,female,1
Wendy Pasmore,Ireland,1915,,female,1
Judy Linn,United States,1947,,female,1
Elizabeth Sorrell,United Kingdom,1916,1991,female,1
Feliza Bursztyn,Colombia,1933,1982,female,1
Sarah Nechamkin,Russia,1917,,female,1
Louisa Matthiasdottir,Iceland,1917,2000,female,1
E. Box,,1919,1988,female,1
Joan Eardley,United Kingdom,1921,1963,female,1
Lucy Jones,,1991,,female,1
Rita M. Ling,United Kingdom,1922,,female,1
Mary Newcomb,United Kingdom,1922,2008,female,1
Ghitta Caiserman-Roth,Canada,1923,2005,female,1
Monir Shahroudy Farmanfarmaian,Iran,1924,,female,1
Dorothy Bohm,Germany,1924,,female,1
Zofia Kulik,Poland,1947,,female,1
Hou Bo,China,1924,,female,1
Eleanor Koch,,1926,,female,1
Anthea Alley,Malaysia,1927,1993,female,1
Daniela Lovera,Venezuela,1968,,female,1
Amina Baraka,United States,1942,,female,1
Pat Passlof,United States,1928,2011,female,1
Hideko Fukushima,,1927,1997,female,1
Marion Mahony Griffin,United States,1871,1961,female,1
Virginia Cox,United States,1929,,female,1
Yara Said,Syrian Arab Republic,1991,,female,1
Jean Cooke,United Kingdom,1927,2008,female,1
Monique Charbonneau,Canada,1928,,female,1
Dorothy Mead,United Kingdom,1928,1975,female,1
Alysa Nahmias,United States,1978,,female,1
Marianne Unwin,United Kingdom,1930,,female,1
Elena Damiani,Peru,1979,,female,1
Ann Travis,United Kingdom,1931,,female,1
Lois Fine,,1931,,female,1
Kaari Upson,United States,1970,2021,female,1
Audrey Capel Doray,Canada,1931,,female,1
Margery Clinton,United Kingdom,1931,2005,female,1
Yoko Ono,Japan,1933,,female,1
Carmen Winant,United States,1983,,female,1
Adelita Husni-Bey,Italy,1985,,female,1
Giovanna,Italy,1934,,female,1
Hương Ngô,United States,1979,,female,1
Hồng-An Trương,United States,1976,,female,1
Bernadette Thompson,United States,1969,,female,1
Zandra Rhodes,United Kingdom,1940,,female,1
Miuccia Prada,Italy,1949,,female,1
Suzanne Lee,United Kingdom,1969,,female,1
Ann Moore,United States,1934,,female,1
Lucille Aukerman,United States,1909,1983,female,1
Ana Maria Millan,Colombia,1975,,female,1
Hilary Booth,Australia,,2005,female,1
Kay Hunt,,1933,2001,female,1
Chryssa Vardea,Greece,1933,2013,female,1
Franciska Clausen,Denmark,1899,1986,female,1
Rose Wylie,United Kingdom,1934,,female,1
Helena Markson,United Kingdom,1934,,female,1
Susana Wald,Hungary,1937,,female,1
Paddy Johnson,,,,female,1
Anne Martin,United Kingdom,1936,,female,1
Brigitte Chopin,,,,female,1
Jean Chopin,,,,female,1
Françoise Saint-Thibault,,,,female,1
Aude Jessemin,France,1937,,female,1
Dora Feilane,France,1938,,female,1
Laura Sheleen,,,,female,1
Françoise Janicot,France,1929,2017,female,1
Mary Corse,United States,1945,,female,1
Olwyn Bowey,United Kingdom,1936,,female,1
Virginia Rutledge,,,,female,1
Margot Perryman,United Kingdom,1938,,female,1
Jo Randerson,New Zealand,1973,,female,1
Vera Frenkel,Slovakia,1938,,female,1
Norma Kamali,United States,1945,,female,1
Roberta Allen,United States,1945,,female,1
Lois Mailou Jones,United States,,1998,female,1
Pauline Boty,United Kingdom,1938,1966,female,1
Jennifer Bolande,United States,1957,,female,1
Cui Jie,China,1983,,female,1
Penelope Rosemont,United States,1942,,female,1
Janet Olivia Henry,United States,1947,,female,1
Eva Švankmajerová,Czech Republic,,2005,female,1
